dataset,sweep,panel,level,n_H_level,method,excess,se,tau,tau_se,n_H,n_L,n
mt_bench,llm_budget,large6,1600.0,80,consensus_cal,0.017007149486835797,0.0013637570202078065,0.9226666666666665,0.01014363958529093,80.0,1600.0,50
mt_bench,llm_budget,large6,1600.0,80,dial_mu,0.020470040710820526,0.001961115961682193,0.9013333333333332,0.011931778867326341,80.0,1600.0,50
mt_bench,llm_budget,large6,1600.0,80,human_only,0.09657760247796546,0.031258056186690836,0.8053333333333333,0.015803785533479265,80.0,1600.0,50
mt_bench,llm_budget,small6,40.0,80,consensus_cal,0.16349551117904956,0.01006901344720272,0.4053333333333333,0.037171661602675966,80.0,40.0,50
mt_bench,llm_budget,small6,40.0,80,dial_mu,0.044739821267683846,0.004422514486032459,0.7839999999999999,0.01822609327833247,80.0,40.0,50
mt_bench,llm_budget,small6,40.0,80,human_only,0.09657760247796546,0.031258056186690836,0.8053333333333333,0.015803785533479265,80.0,40.0,50
mt_bench,llm_budget,small6,80.0,80,consensus_cal,0.11926474029906009,0.009557007225381352,0.5386666666666666,0.03303759968879819,80.0,80.0,50
mt_bench,llm_budget,small6,80.0,80,dial_mu,0.05200773086119716,0.007316361461362825,0.7946666666666665,0.020233556914117327,80.0,80.0,50
mt_bench,llm_budget,small6,80.0,80,human_only,0.09657760247796546,0.031258056186690836,0.8053333333333333,0.015803785533479265,80.0,80.0,50
mt_bench,llm_budget,small6,160.0,80,consensus_cal,0.08521092498574392,0.008708586739859477,0.72,0.035173686309751206,80.0,160.0,50
mt_bench,llm_budget,small6,160.0,80,dial_mu,0.04814120678924182,0.007440558544709573,0.8186666666666667,0.018569230639167905,80.0,160.0,50
mt_bench,llm_budget,small6,160.0,80,human_only,0.09657760247796546,0.031258056186690836,0.8053333333333333,0.015803785533479265,80.0,160.0,50
mt_bench,llm_budget,small6,400.0,80,consensus_cal,0.037276572239001965,0.0036639490537851674,0.8133333333333332,0.023483481916072284,80.0,400.0,50
mt_bench,llm_budget,small6,400.0,80,dial_mu,0.040692372571402846,0.007971908638165192,0.8506666666666667,0.018909978889128924,80.0,400.0,50
mt_bench,llm_budget,small6,400.0,80,human_only,0.09657760247796546,0.031258056186690836,0.8053333333333333,0.015803785533479265,80.0,400.0,50
mt_bench,llm_budget,small6,1600.0,80,consensus_cal,0.01972749612795732,0.001392326075585743,0.8933333333333333,0.012634761106115807,80.0,1600.0,50
mt_bench,llm_budget,small6,1600.0,80,dial_mu,0.025602826769054694,0.0035830393543482843,0.8853333333333333,0.0137407152738068,80.0,1600.0,50
mt_bench,llm_budget,small6,1600.0,80,human_only,0.09657760247796546,0.031258056186690836,0.8053333333333333,0.015803785533479265,80.0,1600.0,50
pandalm,budget,all,-1.0,-1,consensus_cal,0.00767229341091956,0.000703942695440849,0.7839999999999999,0.020475968991050187,421.0,17474.16,50
pandalm,budget,all,-1.0,-1,dial_mu,0.00767229341091956,0.000703942695440849,0.7839999999999999,0.020475968991050187,421.0,17474.16,50
pandalm,budget,all,-1.0,-1,human_only,0.008890519308415175,0.0008826957045805825,0.828,0.0161725390835256,421.0,17474.16,50
pandalm,budget,all,20.0,-1,consensus_cal,0.08274765594786668,0.027731303337941205,0.72,0.0488228785446716,20.0,17474.16,50
pandalm,budget,all,20.0,-1,dial_mu,0.14798607065074035,0.0400951191166728,0.716,0.04951684932774841,20.0,17474.16,50
pandalm,budget,all,20.0,-1,human_only,1.2059745408149387,0.3087769145050419,0.472,0.04703797857658669,20.0,17474.16,50
pandalm,budget,all,40.0,-1,consensus_cal,0.021583968139982534,0.003563676179067542,0.7839999999999999,0.020475968991050187,40.0,17474.16,50
pandalm,budget,all,40.0,-1,dial_mu,0.0523981054842906,0.01618870279998126,0.7439999999999999,0.029159659022109877,40.0,17474.16,50
pandalm,budget,all,40.0,-1,human_only,0.10482631950198343,0.03748118091799727,0.648,0.03639241903563578,40.0,17474.16,50
pandalm,budget,all,80.0,-1,consensus_cal,0.012993930642016255,0.0011562329599406184,0.7839999999999999,0.020475968991050187,80.0,17474.16,50
pandalm,budget,all,80.0,-1,dial_mu,0.014033393019192108,0.001227472793221673,0.76,0.02490799396308956,80.0,17474.16,50
pandalm,budget,all,80.0,-1,human_only,0.029037220121676553,0.002372347313404012,0.6559999999999999,0.034304756616694014,80.0,17474.16,50
pandalm,budget,all,160.0,-1,consensus_cal,0.009919437262130251,0.0010102000184162374,0.7839999999999999,0.020475968991050187,160.0,17474.16,50
pandalm,budget,all,160.0,-1,dial_mu,0.010556188169618355,0.0010261200177523655,0.7919999999999999,0.020571428571428567,160.0,17474.16,50
pandalm,budget,all,160.0,-1,human_only,0.018265050210497822,0.0016801528512272457,0.7639999999999999,0.02661287090787432,160.0,17474.16,50
pandalm,budget,all,320.0,-1,consensus_cal,0.007861444185240714,0.0008006182003781862,0.7839999999999999,0.020475968991050187,320.0,17474.16,50
pandalm,budget,all,320.0,-1,dial_mu,0.007922398134726947,0.0008047784503777294,0.7839999999999999,0.020475968991050187,320.0,17474.16,50
pandalm,budget,all,320.0,-1,human_only,0.009997688513673043,0.0010919863518729304,0.8039999999999999,0.017603339200856417,320.0,17474.16,50
pandalm,budget,large6,-1.0,-1,consensus_cal,0.007698451060313036,0.0007609398763070713,0.828,0.017152378308347007,421.0,4877.6,50
pandalm,budget,large6,-1.0,-1,dial_mu,0.007680760932451108,0.0007559344747345779,0.828,0.017152378308347007,421.0,4877.6,50
pandalm,budget,large6,-1.0,-1,human_only,0.008890519308415175,0.0008826957045805825,0.828,0.0161725390835256,421.0,17474.16,50
pandalm,budget,large6,20.0,-1,consensus_cal,0.07726403924029122,0.022880995501463434,0.7639999999999999,0.048719103238957125,20.0,4877.6,50
pandalm,budget,large6,20.0,-1,dial_mu,0.2634013606306217,0.06612946340688168,0.7119999999999999,0.05179551631371273,20.0,4877.6,50
pandalm,budget,large6,20.0,-1,human_only,1.2059745408149387,0.3087769145050419,0.472,0.04703797857658669,20.0,17474.16,50
pandalm,budget,large6,40.0,-1,consensus_cal,0.02230766729612013,0.0036841889836009664,0.828,0.017152378308347007,40.0,4877.6,50
pandalm,budget,large6,40.0,-1,dial_mu,0.057477065012869206,0.018112217709265754,0.7759999999999999,0.0289348317741078,40.0,4877.6,50
pandalm,budget,large6,40.0,-1,human_only,0.10482631950198343,0.03748118091799727,0.648,0.03639241903563578,40.0,17474.16,50
pandalm,budget,large6,80.0,-1,consensus_cal,0.012786169303067902,0.0011638817489810801,0.828,0.017152378308347007,80.0,4877.6,50
pandalm,budget,large6,80.0,-1,dial_mu,0.014874601268985883,0.0013291464189713284,0.8039999999999999,0.021751847212199176,80.0,4877.6,50
pandalm,budget,large6,80.0,-1,human_only,0.029037220121676553,0.002372347313404012,0.6559999999999999,0.034304756616694014,80.0,17474.16,50
pandalm,budget,large6,160.0,-1,consensus_cal,0.010007686221893835,0.0009960535282894569,0.828,0.017152378308347007,160.0,4877.6,50
pandalm,budget,large6,160.0,-1,dial_mu,0.011022325424528018,0.0010463428288187057,0.828,0.017152378308347007,160.0,4877.6,50
pandalm,budget,large6,160.0,-1,human_only,0.018265050210497822,0.0016801528512272457,0.7639999999999999,0.02661287090787432,160.0,17474.16,50
pandalm,budget,large6,320.0,-1,consensus_cal,0.00788896417486173,0.0008496661074842044,0.828,0.017152378308347007,320.0,4877.6,50
pandalm,budget,large6,320.0,-1,dial_mu,0.00793220206692843,0.0008495434948317293,0.828,0.017152378308347007,320.0,4877.6,50
pandalm,budget,large6,320.0,-1,human_only,0.009997688513673043,0.0010919863518729304,0.8039999999999999,0.017603339200856417,320.0,17474.16,50
pandalm,budget,small6,-1.0,-1,consensus_cal,0.00786622405526512,0.0007264594968594822,0.816,0.018813803009319233,421.0,5008.78,50
pandalm,budget,small6,-1.0,-1,dial_mu,0.007855963678356441,0.00072608600765283,0.816,0.018813803009319233,421.0,5008.78,50
pandalm,budget,small6,-1.0,-1,human_only,0.008890519308415175,0.0008826957045805825,0.828,0.0161725390835256,421.0,17474.16,50
pandalm,budget,small6,20.0,-1,consensus_cal,0.07173563230893971,0.01789256305439835,0.7519999999999999,0.049009786611180724,20.0,5008.78,50
pandalm,budget,small6,20.0,-1,dial_mu,0.2082438034628979,0.048092017449278754,0.688,0.05273267197741407,20.0,5008.78,50
pandalm,budget,small6,20.0,-1,human_only,1.2059745408149387,0.3087769145050419,0.472,0.04703797857658669,20.0,17474.16,50
pandalm,budget,small6,40.0,-1,consensus_cal,0.022440398625608045,0.00361290773876998,0.816,0.018813803009319233,40.0,5008.78,50
pandalm,budget,small6,40.0,-1,dial_mu,0.05099917230124551,0.012808107741417505,0.748,0.027883138054299084,40.0,5008.78,50
pandalm,budget,small6,40.0,-1,human_only,0.10482631950198343,0.03748118091799727,0.648,0.03639241903563578,40.0,17474.16,50
pandalm,budget,small6,80.0,-1,consensus_cal,0.01329864504689437,0.0011661550787148436,0.816,0.018813803009319233,80.0,5008.78,50
pandalm,budget,small6,80.0,-1,dial_mu,0.014776460188590213,0.001322949198250905,0.7959999999999999,0.02457142857142857,80.0,5008.78,50
pandalm,budget,small6,80.0,-1,human_only,0.029037220121676553,0.002372347313404012,0.6559999999999999,0.034304756616694014,80.0,17474.16,50
pandalm,budget,small6,160.0,-1,consensus_cal,0.010127498518717476,0.0010239471216584484,0.816,0.018813803009319233,160.0,5008.78,50
pandalm,budget,small6,160.0,-1,dial_mu,0.011271336308971985,0.00106980423551667,0.8039999999999999,0.0193696585790609,160.0,5008.78,50
pandalm,budget,small6,160.0,-1,human_only,0.018265050210497822,0.0016801528512272457,0.7639999999999999,0.02661287090787432,160.0,17474.16,50
pandalm,budget,small6,320.0,-1,consensus_cal,0.00805107420574369,0.0007955428461714939,0.816,0.018813803009319233,320.0,5008.78,50
pandalm,budget,small6,320.0,-1,dial_mu,0.008102931752571062,0.0007899843175891608,0.816,0.018813803009319233,320.0,5008.78,50
pandalm,budget,small6,320.0,-1,human_only,0.009997688513673043,0.0010919863518729304,0.8039999999999999,0.017603339200856417,320.0,17474.16,50
pandalm,llm_budget,all,25.0,60,consensus_cal,0.05180227132357317,0.0032917975166788637,0.344,0.04713506429097435,60.0,25.0,50
pandalm,llm_budget,all,25.0,60,dial_mu,0.052487651907971715,0.0048141212229389895,0.576,0.03774890186265998,60.0,25.0,50
pandalm,llm_budget,all,25.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,25.0,50
pandalm,llm_budget,all,50.0,60,consensus_cal,0.05341099862482144,0.003603366294581032,0.38799999999999996,0.046916338914528025,60.0,50.0,50
pandalm,llm_budget,all,50.0,60,dial_mu,0.05031843039801718,0.005090236160772772,0.604,0.03854072852323942,60.0,50.0,50
pandalm,llm_budget,all,50.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,50.0,50
pandalm,llm_budget,all,100.0,60,consensus_cal,0.058631604189668556,0.003235850798374788,0.33599999999999997,0.05219742741334507,60.0,100.0,50
pandalm,llm_budget,all,100.0,60,dial_mu,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,100.0,50
pandalm,llm_budget,all,100.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,100.0,50
pandalm,llm_budget,all,250.0,60,consensus_cal,0.04699248333871719,0.0038623865899912427,0.564,0.05381449618829484,60.0,250.0,50
pandalm,llm_budget,all,250.0,60,dial_mu,0.04743488428210521,0.005055111573058289,0.6359999999999999,0.04414817351249986,60.0,250.0,50
pandalm,llm_budget,all,250.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,250.0,50
pandalm,llm_budget,all,1000.0,60,consensus_cal,0.020930847472020436,0.0027311463918064903,0.7239999999999999,0.018857142857142857,60.0,1000.0,50
pandalm,llm_budget,all,1000.0,60,dial_mu,0.02840480428015394,0.004216184215117286,0.72,0.021380899352993952,60.0,1000.0,50
pandalm,llm_budget,all,1000.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,1000.0,50
pandalm,llm_budget,large6,25.0,60,consensus_cal,0.06665807732310769,0.00446088389420416,0.27599999999999997,0.04911959582363795,60.0,25.0,50
pandalm,llm_budget,large6,25.0,60,dial_mu,0.0574172858349377,0.004947295151919781,0.544,0.0379215086240847,60.0,25.0,50
pandalm,llm_budget,large6,25.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,25.0,50
pandalm,llm_budget,large6,50.0,60,consensus_cal,0.06333640870188358,0.0034367536000901784,0.22399999999999998,0.04699630901703334,60.0,50.0,50
pandalm,llm_budget,large6,50.0,60,dial_mu,0.05730103117663445,0.005043482290877247,0.5319999999999999,0.03773592452822641,60.0,50.0,50
pandalm,llm_budget,large6,50.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,50.0,50
pandalm,llm_budget,large6,100.0,60,consensus_cal,0.05283884253443794,0.0044529453232330365,0.39599999999999996,0.05030194543241558,60.0,100.0,50
pandalm,llm_budget,large6,100.0,60,dial_mu,0.04878387261004976,0.004953167296726507,0.58,0.04435478484645721,60.0,100.0,50
pandalm,llm_budget,large6,100.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,100.0,50
pandalm,llm_budget,large6,250.0,60,consensus_cal,0.02997341665162169,0.0035172485034180145,0.68,0.030237157840738174,60.0,250.0,50
pandalm,llm_budget,large6,250.0,60,dial_mu,0.03371816974740671,0.004026653803366203,0.7,0.028713930346059676,60.0,250.0,50
pandalm,llm_budget,large6,250.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,250.0,50
pandalm,llm_budget,large6,1000.0,60,consensus_cal,0.018303781781282082,0.001940472767907959,0.7719999999999999,0.02491454783610473,60.0,1000.0,50
pandalm,llm_budget,large6,1000.0,60,dial_mu,0.027526188220749863,0.0038542110944494164,0.7439999999999999,0.026826730501269717,60.0,1000.0,50
pandalm,llm_budget,large6,1000.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,1000.0,50
pandalm,llm_budget,small6,25.0,60,consensus_cal,0.06265085583806843,0.0042348465005252025,0.33599999999999997,0.04587115940660452,60.0,25.0,50
pandalm,llm_budget,small6,25.0,60,dial_mu,0.05162078046753683,0.004671449252964049,0.58,0.04435478484645721,60.0,25.0,50
pandalm,llm_budget,small6,25.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,25.0,50
pandalm,llm_budget,small6,50.0,60,consensus_cal,0.062335614630486154,0.004457246571401646,0.27999999999999997,0.0511101251999952,60.0,50.0,50
pandalm,llm_budget,small6,50.0,60,dial_mu,0.0525788214943393,0.005078468559098097,0.568,0.04476149949157974,60.0,50.0,50
pandalm,llm_budget,small6,50.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,50.0,50
pandalm,llm_budget,small6,100.0,60,consensus_cal,0.05411719488754232,0.004013656614979901,0.35600000000000004,0.054597600306091044,60.0,100.0,50
pandalm,llm_budget,small6,100.0,60,dial_mu,0.050616733821006406,0.005024497392258153,0.596,0.04332694877089683,60.0,100.0,50
pandalm,llm_budget,small6,100.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,100.0,50
pandalm,llm_budget,small6,250.0,60,consensus_cal,0.03460487106921131,0.0031973526848673504,0.632,0.030962782135186436,60.0,250.0,50
pandalm,llm_budget,small6,250.0,60,dial_mu,0.04127326223047276,0.004138025389909789,0.6519999999999999,0.029030596104869796,60.0,250.0,50
pandalm,llm_budget,small6,250.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,250.0,50
pandalm,llm_budget,small6,1000.0,60,consensus_cal,0.019591916587697617,0.002032526120348431,0.768,0.022395334791160484,60.0,1000.0,50
pandalm,llm_budget,small6,1000.0,60,dial_mu,0.0269636993097877,0.004180534367465972,0.76,0.024907993963089552,60.0,1000.0,50
pandalm,llm_budget,small6,1000.0,60,human_only,0.04890901636011336,0.005108804220110319,0.6399999999999999,0.03129843185743806,60.0,1000.0,50
